epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
33,0.7559392551994324,73.528,98.11,1.0446340496063233,64.25,96.71
34,0.7582512733459472,73.56,98.09,1.0626445032119751,64.0,96.61
35,0.7570232691574097,73.436,98.218,1.0520516023635864,63.89,96.74000000000001
36,0.7596680121040345,73.262,98.222,1.0382984391212464,64.23,96.85000000000001
37,0.753245643196106,73.6,98.162,1.050060862350464,64.12,96.83
38,0.7532736854171753,73.656,98.288,1.0771283979415893,63.519999999999996,96.63000000000001
39,0.7557674221420289,73.64,98.194,1.0522249134063721,64.1,96.83
40,0.7571290556907654,73.566,98.172,1.0579341520309449,63.71,96.74000000000001
41,0.7561363441467285,73.714,98.10600000000001,1.0545437607765198,64.09,96.61
42,0.7609183607101441,73.222,98.11999999999999,1.068061667251587,63.339999999999996,96.84
43,0.7550824970626832,73.69200000000001,98.13199999999999,1.0626453980445862,63.94,96.61999999999999
44,0.7543240221214295,73.672,98.27799999999999,1.047111917591095,64.21,96.65
45,0.7513301119804382,73.61,98.194,1.05387799949646,64.0,96.7
46,0.7534865515327454,73.812,98.128,1.0432215854644775,64.17,96.91
47,0.7576030056381226,73.58,98.238,1.0736941534996032,63.46000000000001,96.65
48,0.761621304397583,73.018,98.056,1.0712517330169677,63.519999999999996,96.72
49,0.7548828152656555,73.602,98.152,1.0636934233665467,63.75999999999999,96.81
50,0.7525588268280029,73.654,98.27799999999999,1.0743797086715698,63.38,96.58
51,0.7569261204147338,73.534,98.134,1.0689412271499634,63.67,96.69
52,0.7610274515914917,73.52,98.138,1.052295327758789,63.970000000000006,96.77
53,0.7563903631210327,73.612,98.184,1.0398313830375672,64.3,96.89
54,0.7590831370353699,73.698,98.024,1.0584008735656738,63.91,96.64
55,0.7621661626434326,73.22,98.14,1.0672116451263427,63.449999999999996,96.73
56,0.759267295036316,73.38799999999999,98.172,1.0506653678894042,64.05,96.7
57,0.7535852024459839,73.678,98.182,1.0456619121551514,64.17,96.87
58,0.7528724104690552,73.676,98.28,1.036880002117157,64.52,96.77
59,0.754422751941681,73.55000000000001,98.238,1.0719935928344726,63.53,96.67
60,0.7624965657234192,73.414,98.09,1.049625496673584,64.13,96.76
61,0.7544818174362182,73.418,98.24000000000001,1.0887306886672974,63.449999999999996,96.45
62,0.7515027428054809,73.616,98.252,1.0644969861984253,63.629999999999995,96.78
63,0.7547813932800292,73.63199999999999,98.302,1.0614989623069764,64.11,96.78999999999999
64,0.756310744304657,73.722,98.202,1.0536889410018921,64.13,96.66
65,0.7561242577171325,73.50999999999999,98.19600000000001,1.0605490814208984,63.9,96.8
66,0.7521056513977051,73.69200000000001,98.19200000000001,1.050107874393463,63.839999999999996,96.73
67,0.752989693107605,73.676,98.182,1.0674272687911988,63.629999999999995,96.82
68,0.7541512694168091,73.74000000000001,98.11800000000001,1.057273935699463,63.91,96.73
69,0.7618017924118042,73.304,98.136,1.0809176824569702,63.29,96.66
70,0.7509974349594116,73.924,98.182,1.0394703724861145,64.39,96.76
71,0.7609437174797058,73.584,98.02,1.0576795030593873,64.03999999999999,96.87
72,0.7580697924804688,73.29,98.21,1.049596084022522,64.18,96.78
73,0.7579699779319763,73.414,98.138,1.0687937982559204,63.63999999999999,96.64
74,0.7560405710983277,73.548,98.142,1.047691965675354,64.22,96.7
75,0.7543451305770874,73.378,98.26,1.0560510637283325,63.88,96.77
76,0.7614299473190308,73.292,98.148,1.0484415503501892,64.2,96.78
77,0.756405471496582,73.504,98.15,1.053954228591919,63.870000000000005,96.85000000000001
78,0.7526463006210327,73.446,98.188,1.0585385601997375,63.85999999999999,96.81
79,0.7546684872817994,73.476,98.11,1.0516197008132935,64.28,96.83
80,0.7556953402328491,73.58,98.208,1.045030265045166,64.24,96.67
81,0.7560922787475586,73.846,98.154,1.0569701476097106,63.94,96.84
82,0.7488808564186096,73.936,98.198,1.0404586677551269,64.42999999999999,96.85000000000001
83,0.7552938604354859,73.44000000000001,98.18,1.0675554791450501,63.62,96.81
84,0.7568548527908325,73.37,98.162,1.0695012392044068,63.54,96.7
85,0.7567612388801574,73.516,98.1,1.0597025754928588,63.81,96.7
86,0.7539006937599182,73.672,98.116,1.0473878355026245,64.09,96.78999999999999
87,0.7519864947509766,73.572,98.22800000000001,1.0624725724220276,63.68000000000001,96.84
88,0.7585615388298035,73.452,98.156,1.0678643938064576,63.75999999999999,96.72
89,0.7527072458457946,73.626,98.14399999999999,1.0587034818649292,63.81,96.71
90,0.7592271054267883,73.34,98.036,1.0586270225524903,64.14999999999999,96.6
